Student_ID,Degree_ID,Intake,Gender,Current_Year,Current_Semester,Previous_SGPA,Current_SGPA,Repeated_Courses,Next_SGPA,Predicted_Next_SGPA_RF,Predicted_Next_SGPA_NN,NN_Error,RF_Error,NN_Absolute_Error,GPA_Range
S0111,D005,41,Male,1,2,3.7059,3.5188,0,3.4684,3.536600333333344,3.5915856,0.12318560000000023,-0.068200333333344,0.12318560000000023,3.0 - 3.49
S0115,D003,41,Male,1,2,2.4,2.8278,0,2.2933,2.8433873333333395,2.6595871,0.3662871000000001,-0.5500873333333396,0.3662871000000001,2.0 - 2.49
S0120,D004,41,Male,1,2,4.0,4.0,0,4.0,3.948061353245698,3.8925858,-0.10741420000000002,0.0519386467543019,0.10741420000000002,3.5 - 4.0
S0120,D004,41,Male,2,3,4.0,4.0,0,3.8182,3.960321883469631,3.9427745,0.12457450000000003,-0.1421218834696311,0.12457450000000003,3.5 - 4.0
S0129,D005,40,Male,1,2,3.0882,3.5875,0,3.4947,3.2817556666666587,3.2957373,-0.19896270000000005,0.2129443333333411,0.19896270000000005,3.0 - 3.49
S0129,D005,40,Male,2,3,3.5875,3.4947,0,3.0687,3.438825,3.5549123,0.4862122999999996,-0.3701249999999993,0.4862122999999996,3.0 - 3.49
S0129,D005,40,Male,2,4,3.4947,3.0687,0,3.7929,3.31242966666667,3.3229456,-0.4699543999999998,0.4804703333333298,0.4699543999999998,3.5 - 4.0
S0129,D005,40,Male,3,5,3.0687,3.7929,0,4.0,3.318559666666667,3.4855802,-0.5144198000000002,0.6814403333333332,0.5144198000000002,3.5 - 4.0
S0131,D001,41,Male,1,2,2.9941,2.925,0,2.9125,3.0681590000000027,2.9667304,0.05423039999999979,-0.1556590000000026,0.05423039999999979,2.5 - 2.99
S0133,D005,41,Male,1,2,3.7941,4.0,0,3.8579,3.8105496507936505,3.8018942,-0.05600579999999988,0.0473503492063493,0.05600579999999988,3.5 - 4.0
S0133,D005,41,Male,2,3,4.0,3.8579,0,3.425,3.936339184523805,3.8923156,0.46731560000000005,-0.5113391845238056,0.46731560000000005,3.0 - 3.49
S0136,D002,40,Female,1,2,3.7529,3.7312,0,3.8375,3.649385000000001,3.6799295,-0.15757049999999984,0.1881149999999993,0.15757049999999984,3.5 - 4.0
S0136,D002,40,Female,2,3,3.7312,3.8375,0,3.5059,3.729406511111107,3.7731562,0.26725619999999983,-0.2235065111111072,0.26725619999999983,3.5 - 4.0
S0136,D002,40,Female,2,4,3.8375,3.5059,0,3.5667,3.6346923333333376,3.6319234,0.06522339999999982,-0.0679923333333376,0.06522339999999982,3.5 - 4.0
S0143,D003,41,Male,1,2,3.7824,3.9667,0,3.56,3.855669838888892,3.7829716,0.22297160000000016,-0.2956698388888914,0.22297160000000016,3.5 - 4.0
S0148,D001,39,Female,1,2,3.1824,3.4688,0,3.55,3.5296096666666625,3.2872677,-0.2627322999999997,0.0203903333333372,0.2627322999999997,3.5 - 4.0
S0148,D001,39,Female,2,3,3.4688,3.55,0,3.2118,3.4104650000000025,3.5176365,0.30583649999999984,-0.1986650000000023,0.30583649999999984,3.0 - 3.49
S0148,D001,39,Female,2,4,3.55,3.2118,0,3.1667,3.271873333333335,3.3821676,0.21546759999999976,-0.1051733333333349,0.21546759999999976,3.0 - 3.49
S0148,D001,39,Female,3,5,3.2118,3.1667,0,3.624,3.3080370000000068,3.2485566,-0.3754434,0.3159629999999933,0.3754434,3.5 - 4.0
S0148,D001,39,Female,3,6,3.1667,3.624,0,3.3875,3.382574727777777,3.4032824,0.015782399999999974,0.004925272222223,0.015782399999999974,3.0 - 3.49
S0148,D001,39,Female,4,7,3.624,3.3875,0,3.7,3.745793333333338,3.5121667,-0.18783330000000031,-0.0457933333333384,0.18783330000000031,3.5 - 4.0
S0150,D004,41,Male,1,2,3.7846,3.7588,0,3.8133,3.688478666666668,3.705551,-0.1077490000000001,0.1248213333333319,0.1077490000000001,3.5 - 4.0
S0181,D004,39,Male,1,2,3.3,3.4294,0,3.24,3.369244333333337,3.3345726,0.09457259999999978,-0.1292443333333373,0.09457259999999978,3.0 - 3.49
S0181,D004,39,Male,2,3,3.4294,3.24,0,3.6909,3.378675333333336,3.3720577,-0.3188423,0.3122246666666641,0.3188423,3.5 - 4.0
S0181,D004,39,Male,2,4,3.24,3.6909,0,3.4737,3.375074666666663,3.4550536,-0.018646400000000174,0.0986253333333371,0.018646400000000174,3.0 - 3.49
S0181,D004,39,Male,3,5,3.6909,3.4737,0,3.5238,3.7651303333333326,3.596617,0.07281700000000013,-0.2413303333333325,0.07281700000000013,3.5 - 4.0
S0181,D004,39,Male,3,6,3.4737,3.5238,0,3.4308,3.339740166666657,3.4818647,0.05106469999999996,0.0910598333333432,0.05106469999999996,3.0 - 3.49
S0181,D004,39,Male,4,7,3.5238,3.4308,0,4.0,3.7071456666666736,3.4644818,-0.5355181999999998,0.2928543333333264,0.5355181999999998,3.5 - 4.0
S0184,D002,40,Male,1,2,3.8941,3.9812,0,3.7875,3.828430611111096,3.838246,0.050745999999999736,-0.0409306111110958,0.050745999999999736,3.5 - 4.0
S0184,D002,40,Male,2,3,3.9812,3.7875,0,3.8647,3.8877978611111135,3.8575542,-0.00714579999999998,-0.0230978611111134,0.00714579999999998,3.5 - 4.0
S0184,D002,40,Male,2,4,3.7875,3.8647,0,3.8333,3.798348999999995,3.7600567,-0.07324330000000012,0.0349510000000048,0.07324330000000012,3.5 - 4.0
S0184,D002,40,Male,3,5,3.8647,3.8333,0,3.9115,3.770326988888889,3.810294,-0.10120600000000035,0.1411730111111109,0.10120600000000035,3.5 - 4.0
S0195,D002,41,Male,1,2,3.3647,2.8625,0,3.4625,3.0920010000000007,3.1728847,-0.2896152999999999,0.3704989999999992,0.2896152999999999,3.0 - 3.49
S0195,D002,41,Male,2,3,2.8625,3.4625,0,2.6176,3.0619813333333306,3.2153695,0.5977695000000001,-0.4443813333333306,0.5977695000000001,2.5 - 2.99
S0198,D001,40,Male,1,2,3.4235,3.4062,0,3.5125,3.4252523333333373,3.3933794,-0.11912060000000002,0.0872476666666628,0.11912060000000002,3.5 - 4.0
S0198,D001,40,Male,2,3,3.4062,3.5125,0,3.3529,3.314525266666667,3.4688158,0.11591579999999979,0.0383747333333328,0.11591579999999979,3.0 - 3.49
S0198,D001,40,Male,2,4,3.5125,3.3529,0,3.8917,3.2455060000000087,3.4173295,-0.47437050000000003,0.6461939999999915,0.47437050000000003,3.5 - 4.0
S0207,D003,41,Male,1,2,3.9294,3.5611,0,3.9,3.6708092095238114,3.7238653,-0.17613469999999998,0.2291907904761885,0.17613469999999998,3.5 - 4.0
S0213,D005,40,Female,1,2,3.6294,3.5125,0,3.1526,3.6952506666666727,3.5467846,0.3941846,-0.5426506666666726,0.3941846,3.0 - 3.49
S0213,D005,40,Female,2,3,3.5125,3.1526,0,2.95,3.2482243333333365,3.385114,0.435114,-0.2982243333333363,0.435114,2.5 - 2.99
S0213,D005,40,Female,2,4,3.1526,2.95,0,3.0714,3.176850000000009,3.147772,0.07637199999999966,-0.1054500000000087,0.07637199999999966,3.0 - 3.49
S0213,D005,40,Female,3,5,2.95,3.0714,0,4.0,2.908638666666678,3.0868146,-0.9131854000000001,1.091361333333322,0.9131854000000001,3.5 - 4.0
S0222,D005,39,Female,1,2,3.0353,2.525,0,2.7316,3.0524466666666723,2.8224018,0.09080180000000038,-0.3208466666666725,0.09080180000000038,2.5 - 2.99
S0222,D005,39,Female,2,3,2.525,2.7316,0,2.8562,2.74993033333333,2.7185109,-0.1376890999999998,0.10626966666667,0.1376890999999998,2.5 - 2.99
S0222,D005,39,Female,2,4,2.7316,2.8562,0,3.1071,2.773655666666661,2.9204948,-0.1866051999999998,0.3334443333333388,0.1866051999999998,3.0 - 3.49
S0222,D005,39,Female,3,5,2.8562,3.1071,0,3.0,3.0040166666666743,3.0587342,0.05873419999999996,-0.0040166666666743,0.05873419999999996,3.0 - 3.49
S0222,D005,39,Female,3,6,3.1071,3.0,0,2.9667,2.97162533333334,3.0782416,0.11154160000000024,-0.0049253333333401,0.11154160000000024,2.5 - 2.99
S0224,D005,39,Male,1,2,2.6176,3.2312,2,3.3632,3.144593666666668,2.923597,-0.43960299999999997,0.2186063333333323,0.43960299999999997,3.0 - 3.49
S0224,D005,39,Male,2,3,3.2312,3.3632,3,2.7188,3.348551333333332,3.1872284,0.4684284000000001,-0.6297513333333318,0.4684284000000001,2.5 - 2.99
S0224,D005,39,Male,2,4,3.3632,2.7188,4,3.0214,3.0599863333333266,3.009951,-0.01144899999999982,-0.0385863333333267,0.01144899999999982,3.0 - 3.49
S0224,D005,39,Male,3,5,2.7188,3.0214,5,2.3,3.0972936666666686,2.9384773,0.6384773000000004,-0.7972936666666688,0.6384773000000004,2.0 - 2.49
S0224,D005,39,Male,3,6,3.0214,2.3,6,2.7042,2.6548740000000026,2.7170684,0.012868399999999891,0.0493259999999975,0.012868399999999891,2.5 - 2.99
S0224,D005,39,Male,4,7,2.3,2.7042,7,2.9733,2.7324286666666726,2.722162,-0.2511380000000001,0.2408713333333274,0.2511380000000001,2.5 - 2.99
S0231,D005,40,Male,1,2,3.9471,4.0,0,3.9684,3.9536374667883054,3.869351,-0.09904899999999994,0.0147625332116945,0.09904899999999994,3.5 - 4.0
S0231,D005,40,Male,2,3,4.0,3.9684,0,4.0,3.940439975864877,3.9314582,-0.06854180000000021,0.0595600241351226,0.06854180000000021,3.5 - 4.0
S0231,D005,40,Male,2,4,3.9684,4.0,0,4.0,3.917695524688545,3.891249,-0.10875099999999982,0.0823044753114548,0.10875099999999982,3.5 - 4.0
S0231,D005,40,Male,3,5,4.0,4.0,0,4.0,3.974303108257301,3.9384413,-0.061558699999999966,0.0256968917426996,0.061558699999999966,3.5 - 4.0
S0241,D004,39,Male,1,2,3.6538,3.8294,0,3.7067,3.728126577777784,3.6697936,-0.036906399999999895,-0.0214265777777842,0.036906399999999895,3.5 - 4.0
S0241,D004,39,Male,2,3,3.8294,3.7067,0,3.6364,3.8436660111111087,3.764039,0.12763899999999984,-0.2072660111111086,0.12763899999999984,3.5 - 4.0
S0241,D004,39,Male,2,4,3.7067,3.6364,0,3.5789,3.63019266666666,3.6292627,0.05036269999999998,-0.0512926666666602,0.05036269999999998,3.5 - 4.0
S0241,D004,39,Male,3,5,3.6364,3.5789,0,3.4952,3.61900894444444,3.6195276,0.12432759999999998,-0.1238089444444399,0.12432759999999998,3.0 - 3.49
S0241,D004,39,Male,3,6,3.5789,3.4952,0,3.2769,3.4360406666666616,3.5227141,0.24581410000000004,-0.1591406666666617,0.24581410000000004,3.0 - 3.49
S0241,D004,39,Male,4,7,3.4952,3.2769,0,3.7,3.364158333333338,3.3808162,-0.31918380000000024,0.3358416666666621,0.31918380000000024,3.5 - 4.0
S0277,D001,40,Male,1,2,3.9588,3.3,0,3.4625,3.688907666666677,3.6716142,0.20911420000000014,-0.2264076666666765,0.20911420000000014,3.0 - 3.49
S0277,D001,40,Male,2,3,3.3,3.4625,0,3.4765,3.4652636666666625,3.3983362,-0.0781638,0.0112363333333376,0.0781638,3.0 - 3.49
S0277,D001,40,Male,2,4,3.4625,3.4765,0,3.6667,3.559778666666665,3.4503267,-0.21637329999999988,0.1069213333333345,0.21637329999999988,3.5 - 4.0
S0277,D001,40,Male,3,5,3.4765,3.6667,0,3.288,3.6222846666666646,3.592905,0.3049050000000002,-0.3342846666666648,0.3049050000000002,3.0 - 3.49
S0279,D002,39,Female,1,2,3.7647,3.9625,0,3.7125,3.71090363095238,3.7732284,0.060728399999999905,0.0015963690476201,0.060728399999999905,3.5 - 4.0
S0279,D002,39,Female,2,3,3.9625,3.7125,0,3.8412,3.8390348722222183,3.8210497,-0.020150300000000065,0.0021651277777814,0.020150300000000065,3.5 - 4.0
S0279,D002,39,Female,2,4,3.7125,3.8412,0,3.7,3.6641145000000113,3.715552,0.01555200000000001,0.0358854999999889,0.01555200000000001,3.5 - 4.0
S0279,D002,39,Female,3,5,3.8412,3.7,0,3.8308,3.559477444444457,3.7454488,-0.08535119999999985,0.2713225555555434,0.08535119999999985,3.5 - 4.0
S0279,D002,39,Female,3,6,3.7,3.8308,0,3.7556,3.695310333333327,3.6970546,-0.05854539999999986,0.060289666666673,0.05854539999999986,3.5 - 4.0
S0285,D001,40,Male,1,2,3.6765,3.6875,0,3.625,3.448997052380949,3.6280985,0.003098500000000115,0.1760029476190507,0.003098500000000115,3.5 - 4.0
S0285,D001,40,Male,2,3,3.6875,3.625,0,3.9176,3.766241895238098,3.665597,-0.2520030000000002,0.1513581047619023,0.2520030000000002,3.5 - 4.0
S0285,D001,40,Male,2,4,3.625,3.9176,0,3.7833,3.6655663833333394,3.703653,-0.07964700000000002,0.1177336166666607,0.07964700000000002,3.5 - 4.0
S0285,D001,40,Male,3,5,3.9176,3.7833,0,3.572,3.656490111111108,3.8109884,0.23898839999999977,-0.084490111111108,0.23898839999999977,3.5 - 4.0
S0291,D003,41,Female,1,2,3.3412,3.2222,0,3.4933,3.469649622222224,3.2732427,-0.22005730000000012,0.0236503777777761,0.22005730000000012,3.0 - 3.49
S0291,D003,41,Female,2,3,3.2222,3.4933,0,3.9294,3.366300333333338,3.381163,-0.5482369999999999,0.5630996666666617,0.5482369999999999,3.5 - 4.0
S0293,D005,41,Female,1,2,3.4,3.5,2,3.0474,3.395096766666672,3.2680302,0.2206302,-0.3476967666666715,0.2206302,3.0 - 3.49
S0306,D003,39,Male,1,2,3.7706,3.8389,0,3.8067,3.641048333333329,3.7270606,-0.07963940000000003,0.1656516666666716,0.07963940000000003,3.5 - 4.0
S0306,D003,39,Male,2,3,3.8389,3.8067,0,4.0,3.6782396833333335,3.8070502,-0.19294980000000006,0.3217603166666665,0.19294980000000006,3.5 - 4.0
S0306,D003,39,Male,2,4,3.8067,4.0,0,3.8,3.821974117063491,3.8221138,0.022113800000000072,-0.021974117063491,0.022113800000000072,3.5 - 4.0
S0306,D003,39,Male,3,5,4.0,3.8,0,3.7261,3.8196165555555655,3.8539383,0.12783829999999963,-0.0935165555555652,0.12783829999999963,3.5 - 4.0
S0306,D003,39,Male,3,6,3.8,3.7261,0,3.9048,3.7331413333333368,3.6898408,-0.21495920000000002,0.171658666666663,0.21495920000000002,3.5 - 4.0
S0306,D003,39,Male,4,7,3.7261,3.9048,0,4.0,3.8916886111111086,3.7281892,-0.2718107999999999,0.1083113888888913,0.2718107999999999,3.5 - 4.0
S0309,D002,41,Female,1,2,3.6941,3.3375,0,3.5,3.729919666666671,3.5395725,0.03957249999999979,-0.2299196666666709,0.03957249999999979,3.5 - 4.0
S0316,D002,41,Male,1,2,3.7118,3.55,0,3.5125,3.474783333333336,3.6036103,0.09111029999999998,0.0377166666666646,0.09111029999999998,3.5 - 4.0
S0318,D001,41,Female,1,2,2.2059,2.325,0,1.9625,2.6059630000000014,2.4289923,0.4664923000000001,-0.6434630000000015,0.4664923000000001,Below 2.0
S0318,D001,41,Female,2,3,2.325,1.9625,1,2.5529,2.404164666666671,2.3866346,-0.16626540000000034,0.1487353333333292,0.16626540000000034,2.5 - 2.99
S0331,D005,40,Male,1,2,3.1765,3.5375,0,3.2474,3.45910233333333,3.3150384,0.06763840000000032,-0.2117023333333301,0.06763840000000032,3.0 - 3.49
S0331,D005,40,Male,2,3,3.5375,3.2474,0,3.3562,3.4626986666666766,3.430998,0.07479800000000036,-0.1064986666666767,0.07479800000000036,3.0 - 3.49
S0331,D005,40,Male,2,4,3.2474,3.3562,0,3.6071,3.3723069999999984,3.313414,-0.2936860000000001,0.2347930000000015,0.2936860000000001,3.5 - 4.0
S0343,D001,40,Female,1,2,2.9882,3.1813,0,2.8,3.261388666666661,3.0780745,0.2780745000000002,-0.4613886666666613,0.2780745000000002,2.5 - 2.99
S0343,D001,40,Female,2,3,3.1813,2.8,0,3.2706,3.0990853333333277,3.1188362,-0.1517637999999999,0.1715146666666727,0.1517637999999999,3.0 - 3.49
S0343,D001,40,Female,2,4,2.8,3.2706,0,3.2833,3.165840666666669,3.1275523,-0.15574770000000004,0.1174593333333309,0.15574770000000004,3.0 - 3.49
S0345,D005,40,Female,1,2,2.6941,3.05,0,2.3737,2.998809333333327,2.8949134,0.5212134000000002,-0.6251093333333273,0.5212134000000002,2.0 - 2.49
S0345,D005,40,Female,2,3,3.05,2.3737,0,3.125,2.7621363333333298,2.8613484,-0.2636516000000002,0.3628636666666702,0.2636516000000002,3.0 - 3.49
S0345,D005,40,Female,2,4,2.3737,3.125,0,3.2857,2.848155666666663,2.9427242,-0.34297580000000005,0.4375443333333368,0.34297580000000005,3.0 - 3.49
S0345,D005,40,Female,3,5,3.125,3.2857,0,4.0,3.318208999999994,3.2580636,-0.7419364000000002,0.6817910000000054,0.7419364000000002,3.5 - 4.0
S0347,D001,40,Female,1,2,3.9647,3.9062,0,3.875,3.989140588888891,3.8430755,-0.03192450000000013,-0.1141405888888908,0.03192450000000013,3.5 - 4.0
S0347,D001,40,Female,2,3,3.9062,3.875,0,3.6176,3.6422023333333313,3.859636,0.24203600000000014,-0.0246023333333313,0.24203600000000014,3.5 - 4.0
S0347,D001,40,Female,2,4,3.875,3.6176,0,3.8583,3.798126333333329,3.6970227,-0.16127729999999962,0.0601736666666705,0.16127729999999962,3.5 - 4.0
S0355,D001,41,Male,1,2,3.8294,3.8562,0,3.8375,3.861761666666673,3.7611794,-0.07632059999999985,-0.024261666666673,0.07632059999999985,3.5 - 4.0
S0357,D005,41,Male,1,2,3.8765,3.7688,0,3.9263,3.8049140000000063,3.755586,-0.1707139999999998,0.1213859999999935,0.1707139999999998,3.5 - 4.0
S0372,D003,39,Male,1,2,3.9647,3.8389,0,3.96,3.84108145555554,3.819954,-0.1400459999999999,0.11891854444446,0.1400459999999999,3.5 - 4.0
S0372,D003,39,Male,2,3,3.8389,3.96,0,4.0,3.809777444444435,3.8632557,-0.13674430000000015,0.190222555555565,0.13674430000000015,3.5 - 4.0
S0372,D003,39,Male,2,4,3.96,4.0,0,3.916,3.907449079629618,3.8878615,-0.028138499999999844,0.0085509203703812,0.028138499999999844,3.5 - 4.0
S0372,D003,39,Male,3,5,4.0,3.916,0,3.9478,3.932290249999995,3.9025443,-0.04525569999999979,0.0155097500000049,0.04525569999999979,3.5 - 4.0
S0372,D003,39,Male,3,6,3.916,3.9478,0,4.0,3.89270184126984,3.823704,-0.1762959999999998,0.1072981587301598,0.1762959999999998,3.5 - 4.0
S0372,D003,39,Male,4,7,3.9478,4.0,0,3.72,3.9363790125050895,3.8810618,0.1610617999999997,-0.2163790125050892,0.1610617999999997,3.5 - 4.0
S0375,D002,40,Female,1,2,3.1588,2.725,0,3.5375,2.8456096666666624,2.9989674,-0.5385325999999999,0.6918903333333377,0.5385325999999999,3.5 - 4.0
S0375,D002,40,Female,2,3,2.725,3.5375,0,3.4059,3.232790333333333,3.187379,-0.21852099999999997,0.1731096666666669,0.21852099999999997,3.0 - 3.49
S0375,D002,40,Female,2,4,3.5375,3.4059,0,3.3083,3.440156805555549,3.4516046,0.1433046,-0.1318568055555489,0.1433046,3.0 - 3.49
S0375,D002,40,Female,3,5,3.4059,3.3083,0,2.7962,3.4587589999999957,3.4144666,0.6182666000000001,-0.6625589999999955,0.6182666000000001,2.5 - 2.99
S0382,D005,41,Female,1,2,3.1176,3.275,0,3.1789,3.3536786999999944,3.169458,-0.00944199999999995,-0.1747786999999943,0.00944199999999995,3.0 - 3.49
S0382,D005,41,Female,2,3,3.275,3.1789,0,2.9875,3.3761195000000046,3.2735362,0.2860362000000003,-0.3886195000000048,0.2860362000000003,2.5 - 2.99
S0385,D003,40,Female,1,2,3.9647,4.0,0,4.0,3.909920558248505,3.8770812,-0.12291879999999988,0.0900794417514947,0.12291879999999988,3.5 - 4.0
S0385,D003,40,Female,2,3,4.0,4.0,0,4.0,3.960321883469631,3.9427745,-0.05722549999999993,0.0396781165303687,0.05722549999999993,3.5 - 4.0
S0385,D003,40,Female,2,4,4.0,4.0,0,4.0,3.945926750479704,3.9039915,-0.09600849999999994,0.0540732495202957,0.09600849999999994,3.5 - 4.0
S0385,D003,40,Female,3,5,4.0,4.0,0,3.913,3.974303108257301,3.9384413,0.025441300000000222,-0.0613031082573005,0.025441300000000222,3.5 - 4.0
S0394,D001,40,Male,1,2,1.9529,1.7062,1,2.05,2.126017666666669,2.2179892,0.16798920000000006,-0.0760176666666696,0.16798920000000006,2.0 - 2.49
S0394,D001,40,Male,2,3,1.7062,2.05,3,1.8941,2.228431000000002,2.2089398,0.3148398000000001,-0.3343310000000019,0.3148398000000001,Below 2.0
S0394,D001,40,Male,2,4,2.05,1.8941,5,2.2167,2.1102900000000004,2.2283802,0.011680200000000251,0.1064099999999994,0.011680200000000251,2.0 - 2.49
S0394,D001,40,Male,3,5,1.8941,2.2167,9,1.756,2.040096333333333,2.2356555,0.4796555,-0.284096333333333,0.4796555,Below 2.0
S0399,D005,40,Male,1,2,3.2471,3.5063,0,3.0263,3.4090536666666607,3.3383868,0.3120867999999999,-0.3827536666666606,0.3120867999999999,3.0 - 3.49
S0399,D005,40,Male,2,3,3.5063,3.0263,0,3.4625,3.51439733333334,3.35314,-0.10936000000000012,-0.0518973333333399,0.10936000000000012,3.0 - 3.49
S0399,D005,40,Male,2,4,3.0263,3.4625,0,3.0929,3.2230736666666697,3.288528,0.1956279999999997,-0.1301736666666695,0.1956279999999997,3.0 - 3.49
S0405,D005,41,Male,1,2,2.2294,1.7562,1,2.5947,2.1349400000000016,2.244659,-0.35004100000000005,0.4597599999999984,0.35004100000000005,2.5 - 2.99
S0407,D002,39,Male,1,2,3.4882,3.8125,0,3.7875,3.64329266666666,3.587217,-0.2002830000000002,0.1442073333333398,0.2002830000000002,3.5 - 4.0
S0407,D002,39,Male,2,3,3.8125,3.7875,0,3.7765,3.712005031746034,3.7887204,0.012220399999999909,0.0644949682539661,0.012220399999999909,3.5 - 4.0
S0407,D002,39,Male,2,4,3.7875,3.7765,0,3.7167,3.7715049761904895,3.7253006,0.008600600000000291,-0.0548049761904896,0.008600600000000291,3.5 - 4.0
S0407,D002,39,Male,3,5,3.7765,3.7167,0,3.9538,3.692892666666672,3.7269833,-0.2268167000000001,0.260907333333328,0.2268167000000001,3.5 - 4.0
S0407,D002,39,Male,3,6,3.7167,3.9538,0,3.4333,3.794343849999997,3.753409,0.320109,-0.361043849999997,0.320109,3.0 - 3.49
S0419,D001,41,Male,1,2,3.2412,3.475,0,3.125,3.445904333333326,3.3217432,0.19674319999999978,-0.3209043333333259,0.19674319999999978,3.0 - 3.49
S0424,D003,39,Female,1,2,4.0,3.9222,0,4.0,3.882681380952384,3.8654635,-0.13453649999999984,0.1173186190476158,0.13453649999999984,3.5 - 4.0
